transactionID,customerID,franchiseID,dateTime,product,quantity,unitPrice,totalPrice,paymentMethod,cardNumber
2003031,1000240,3000018,2024-05-03T00:53:11.272Z,Pearly Pies,3,3,9,amex,346710705207063
2003032,1000170,3000045,2024-05-17T06:41:28.003Z,Outback Oatmeal,6,3,18,mastercard,2711868328203290
2003033,1000217,3000022,2024-05-12T16:27:55.082Z,Pearly Pies,7,3,21,mastercard,2245328800063923
2003035,1000229,3000043,2024-05-07T06:55:54.993Z,Outback Oatmeal,6,3,18,amex,378939543184066
2003036,1000208,3000015,2024-05-06T18:01:17.811Z,Austin Almond Biscotti,8,3,24,visa,4833764562879813
2003037,1000213,3000040,2024-05-11T09:50:01.832Z,Golden Gate Ginger,8,3,24,visa,4496406447297856
2003038,1000053,3000010,2024-05-09T00:11:46.330Z,Tokyo Tidbits,4,3,12,mastercard,5394147194111060
2003039,1000099,3000035,2024-05-09T02:32:03.920Z,Golden Gate Ginger,5,3,15,visa,4406620246345927
2003040,1000106,3000018,2024-05-14T11:45:59.331Z,Tokyo Tidbits,6,3,18,visa,4715861995708966
2003041,1000024,3000018,2024-05-09T06:53:28.570Z,Outback Oatmeal,2,3,6,mastercard,5575633124764996
2003042,1000014,3000009,2024-05-06T18:41:54.945Z,Orchard Oasis,3,3,9,mastercard,2245518266329343
2003043,1000000,3000034,2024-05-15T16:40:28.203Z,Outback Oatmeal,2,3,6,amex,378913249450915
2003044,1000287,3000017,2024-05-01T14:07:12.923Z,Pearly Pies,4,3,12,amex,345001116781404
2003045,1000006,3000018,2024-05-14T05:39:18.988Z,Outback Oatmeal,2,3,6,mastercard,2720225556406328
2003046,1000139,3000032,2024-05-02T05:58:39.069Z,Tokyo Tidbits,4,3,12,visa,4848048446976323
2003048,1000284,3000044,2024-05-07T20:17:08.144Z,Outback Oatmeal,1,3,3,mastercard,2224963723826165
2003049,1000081,3000004,2024-05-01T11:32:00.127Z,Golden Gate Ginger,4,3,12,amex,345009002100480
2003050,1000247,3000009,2024-05-11T13:49:32.211Z,Pearly Pies,4,3,12,mastercard,5361810771206947
2003051,1000150,3000008,2024-05-06T19:56:39.546Z,Outback Oatmeal,10,3,30,mastercard,2720020989279214
2003052,1000024,3000010,2024-05-08T05:19:56.950Z,Golden Gate Ginger,8,3,24,amex,379128144910256
2003053,1000225,3000003,2024-05-11T13:30:58.268Z,Golden Gate Ginger,4,3,12,amex,370166076030585
2003054,1000069,3000036,2024-05-10T00:06:07.520Z,Golden Gate Ginger,2,3,6,mastercard,2249811048522699
2003055,1000223,3000017,2024-05-15T14:24:21.964Z,Austin Almond Biscotti,5,3,15,visa,4511976733907278
2003056,1000171,3000004,2024-05-11T11:42:29.308Z,Orchard Oasis,10,3,30,visa,4049964210749562
2003057,1000288,3000022,2024-05-11T17:14:44.127Z,Pearly Pies,2,3,6,amex,349271837999454
2003058,1000044,3000008,2024-05-09T06:11:57.016Z,Tokyo Tidbits,3,3,9,amex,378925853683441
2003059,1000184,3000025,2024-05-12T14:32:24.781Z,Pearly Pies,7,3,21,visa,4747050571496913
2003060,1000233,3000015,2024-05-14T17:13:49.003Z,Pearly Pies,1,3,3,visa,4607887501046493
2003061,1000216,3000011,2024-05-02T10:36:00.644Z,Orchard Oasis,2,3,6,mastercard,2550111975963617
2003062,1000049,3000037,2024-05-09T05:00:40.264Z,Austin Almond Biscotti,3,3,9,mastercard,2717246997241236
2003063,1000286,3000025,2024-05-17T08:00:36.075Z,Pearly Pies,4,3,12,amex,376096427428432
2003065,1000169,3000007,2024-05-16T04:51:34.752Z,Tokyo Tidbits,2,3,6,amex,342063199657482
2003066,1000158,3000041,2024-05-16T15:04:27.804Z,Tokyo Tidbits,10,3,30,amex,342030326714254
2003067,1000267,3000027,2024-05-13T20:36:48.204Z,Pearly Pies,5,3,15,amex,374596003777849
2003069,1000103,3000019,2024-05-08T00:47:11.445Z,Pearly Pies,4,3,12,mastercard,2237974553992196
2003071,1000264,3000013,2024-05-08T03:16:58.232Z,Tokyo Tidbits,8,3,24,mastercard,5202978341795393
2003072,1000077,3000018,2024-05-12T11:50:42.345Z,Outback Oatmeal,3,3,9,visa,4844945308073996
2003073,1000279,3000035,2024-05-03T05:39:33.184Z,Tokyo Tidbits,4,3,12,visa,4805894545718442
2003074,1000291,3000005,2024-05-06T08:53:05.258Z,Orchard Oasis,3,3,9,amex,370561768119474
2003075,1000050,3000026,2024-05-14T04:39:09.906Z,Outback Oatmeal,7,3,21,amex,374853843299520
2003076,1000283,3000004,2024-05-14T05:55:47.878Z,Pearly Pies,7,3,21,visa,4640738429583035
2003077,1000298,3000006,2024-05-09T18:08:00.914Z,Orchard Oasis,4,3,12,mastercard,5471878241798261
2003078,1000187,3000009,2024-05-08T08:43:39.583Z,Pearly Pies,7,3,21,mastercard,2271575559170195
2003080,1000050,3000045,2024-05-15T20:59:55.181Z,Golden Gate Ginger,1,3,3,mastercard,2294381666539221
2003081,1000262,3000008,2024-05-16T21:33:57.717Z,Golden Gate Ginger,3,3,9,visa,4250299152484116
2003082,1000009,3000005,2024-05-09T01:04:04.046Z,Orchard Oasis,1,3,3,mastercard,5353046701425659
2003083,1000167,3000043,2024-05-16T10:30:36.871Z,Pearly Pies,2,3,6,amex,346753225042354
2003084,1000052,3000033,2024-05-02T02:06:06.463Z,Tokyo Tidbits,2,3,6,amex,345239704624095
2003085,1000074,3000036,2024-05-14T19:58:25.392Z,Golden Gate Ginger,9,3,27,amex,372483343127088
2003086,1000025,3000042,2024-05-01T16:43:36.883Z,Golden Gate Ginger,7,3,21,mastercard,5257690129838410
2003087,1000002,3000006,2024-05-16T14:38:18.782Z,Pearly Pies,10,3,30,mastercard,2714873492873099
2003088,1000071,3000038,2024-05-02T02:51:40.005Z,Tokyo Tidbits,2,3,6,visa,4512805129557364
2003089,1000294,3000015,2024-05-01T23:35:41.513Z,Pearly Pies,3,3,9,mastercard,2227107487134179
2003090,1000290,3000004,2024-05-16T08:52:11.636Z,Pearly Pies,4,3,12,amex,378611142409125
2003091,1000015,3000040,2024-05-12T02:49:37.598Z,Austin Almond Biscotti,1,3,3,amex,370344520302575
2003093,1000225,3000004,2024-05-02T22:48:05.961Z,Orchard Oasis,6,3,18,visa,4804085889881471
2003094,1000028,3000008,2024-05-03T08:17:14.562Z,Outback Oatmeal,10,3,30,amex,342524521977708
2003095,1000075,3000011,2024-05-15T05:34:26.843Z,Outback Oatmeal,4,3,12,visa,4415597077929996
2003096,1000069,3000034,2024-05-03T15:03:09.383Z,Pearly Pies,8,3,24,amex,346569233418133
2003097,1000122,3000034,2024-05-11T23:16:39.765Z,Golden Gate Ginger,3,3,9,visa,4950690652517681
2003098,1000083,3000029,2024-05-06T17:11:17.189Z,Austin Almond Biscotti,2,3,6,mastercard,2712925529988183
2003099,1000021,3000006,2024-05-16T15:52:12.061Z,Austin Almond Biscotti,4,3,12,mastercard,2270236799330195
2003100,1000088,3000037,2024-05-01T14:56:02.885Z,Orchard Oasis,8,3,24,amex,340611120171114
2003101,1000270,3000015,2024-05-13T12:06:41.953Z,Orchard Oasis,4,3,12,visa,4608279399907763
2003102,1000293,3000043,2024-05-14T07:13:18.987Z,Tokyo Tidbits,6,3,18,mastercard,5101113189773946
2003104,1000162,3000042,2024-05-08T22:43:43.252Z,Pearly Pies,5,3,15,amex,344698249742517
2003105,1000072,3000008,2024-05-06T06:25:38.801Z,Golden Gate Ginger,10,3,30,visa,4088090724464118
2003106,1000129,3000031,2024-05-15T04:18:52.387Z,Golden Gate Ginger,1,3,3,amex,376310140701334
2003107,1000190,3000006,2024-05-16T06:10:52.343Z,Austin Almond Biscotti,7,3,21,mastercard,2289700577487344
2003108,1000155,3000008,2024-05-14T06:31:16.085Z,Golden Gate Ginger,10,3,30,visa,4917613477766657
2003110,1000052,3000036,2024-05-07T20:10:30.564Z,Austin Almond Biscotti,5,3,15,amex,379096606348556
2003111,1000217,3000045,2024-05-17T11:42:19.752Z,Pearly Pies,2,3,6,visa,4573618716132343
2003112,1000250,3000011,2024-05-13T11:45:28.959Z,Tokyo Tidbits,6,3,18,amex,342322903346588
2003114,1000268,3000042,2024-05-15T04:34:17.833Z,Outback Oatmeal,7,3,21,mastercard,5560542025254584
2003115,1000205,3000033,2024-05-08T14:23:11.412Z,Orchard Oasis,8,3,24,mastercard,2711867627801341
2003116,1000053,3000038,2024-05-14T16:48:46.852Z,Outback Oatmeal,7,3,21,amex,378116550604423
2003117,1000240,3000043,2024-05-10T16:15:51.738Z,Pearly Pies,9,3,27,amex,346234103023634
2003119,1000178,3000044,2024-05-15T19:27:16.504Z,Pearly Pies,5,3,15,visa,4212547911320626
2003120,1000209,3000025,2024-05-17T03:29:25.326Z,Golden Gate Ginger,6,3,18,visa,4032005971649275
2003121,1000022,3000022,2024-05-07T00:50:09.678Z,Tokyo Tidbits,2,3,6,mastercard,2254565212583232
2003122,1000253,3000023,2024-05-12T09:28:14.878Z,Outback Oatmeal,3,3,9,mastercard,2462449230899375
2003123,1000197,3000042,2024-05-16T19:40:05.053Z,Tokyo Tidbits,8,3,24,visa,4051289057826538
2003124,1000100,3000018,2024-05-01T22:26:10.837Z,Outback Oatmeal,2,3,6,amex,379133456684374
2003125,1000015,3000013,2024-05-04T04:58:09.496Z,Orchard Oasis,9,3,27,mastercard,2710974531679614
2003126,1000238,3000005,2024-05-01T04:55:32.892Z,Orchard Oasis,4,3,12,mastercard,2258228269864635
2003127,1000257,3000015,2024-05-09T13:59:10.561Z,Orchard Oasis,7,3,21,visa,4046279042920841
2003128,1000293,3000033,2024-05-03T18:18:22.974Z,Tokyo Tidbits,2,3,6,visa,4776265971833366
2003130,1000121,3000009,2024-05-06T05:33:51.687Z,Golden Gate Ginger,2,3,6,mastercard,5559199427634880
2003132,1000186,3000044,2024-05-08T01:21:20.119Z,Tokyo Tidbits,6,3,18,visa,4031053050692791
2003133,1000282,3000005,2024-05-13T09:37:03.969Z,Orchard Oasis,3,3,9,amex,347761781362214
2003134,1000141,3000006,2024-05-03T20:09:31.082Z,Tokyo Tidbits,5,3,15,mastercard,2475940586520644
2003135,1000156,3000017,2024-05-13T08:05:22.777Z,Orchard Oasis,3,3,9,visa,4772738502870846
2003136,1000036,3000001,2024-05-08T13:30:50.641Z,Austin Almond Biscotti,1,3,3,mastercard,2509967862489996
2003137,1000239,3000034,2024-05-12T00:50:21.569Z,Austin Almond Biscotti,6,3,18,mastercard,5454298950239152
2003139,1000233,3000032,2024-05-16T02:14:41.153Z,Outback Oatmeal,5,3,15,mastercard,2374753317447389
2003140,1000250,3000017,2024-05-15T05:46:34.644Z,Pearly Pies,9,3,27,amex,379578698817978
2003141,1000112,3000022,2024-05-02T00:42:25.949Z,Orchard Oasis,2,3,6,mastercard,5389454196500564
2003142,1000108,3000023,2024-05-11T18:42:46.107Z,Austin Almond Biscotti,6,3,18,mastercard,5535944063931382
2003143,1000216,3000036,2024-05-12T19:12:12.490Z,Orchard Oasis,9,3,27,visa,4577485235637152
2003144,1000227,3000011,2024-05-05T02:04:35.824Z,Austin Almond Biscotti,9,3,27,mastercard,2285773471162572
2003145,1000123,3000044,2024-05-02T18:02:08.916Z,Austin Almond Biscotti,9,3,27,visa,4398180714155720
2003148,1000026,3000012,2024-05-09T19:18:06.930Z,Outback Oatmeal,8,3,24,visa,4839915615676937
2003149,1000121,3000024,2024-05-13T19:30:12.105Z,Pearly Pies,5,3,15,amex,341575786351378
2003150,1000099,3000009,2024-05-06T04:20:38.686Z,Austin Almond Biscotti,10,3,30,amex,346616728432572
2003152,1000277,3000028,2024-05-03T20:51:16.540Z,Tokyo Tidbits,9,3,27,visa,4410214115811435
2003153,1000173,3000019,2024-05-14T15:00:33.477Z,Outback Oatmeal,2,3,6,mastercard,2249234126769407
2003154,1000002,3000022,2024-05-06T10:25:47.818Z,Outback Oatmeal,10,3,30,amex,341850845507538
2003155,1000019,3000016,2024-05-07T08:11:02.480Z,Golden Gate Ginger,7,3,21,mastercard,2366881280405611
2003156,1000016,3000036,2024-05-06T06:25:49.016Z,Golden Gate Ginger,7,3,21,amex,374641042777739
2003157,1000158,3000010,2024-05-16T03:30:59.281Z,Austin Almond Biscotti,10,3,30,mastercard,5206783959391907
2003158,1000243,3000045,2024-05-02T09:18:31.675Z,Orchard Oasis,7,3,21,mastercard,2246906858807777
2003159,1000065,3000013,2024-05-16T12:23:57.554Z,Outback Oatmeal,1,3,3,visa,4901240668723343
2003160,1000236,3000030,2024-05-17T04:55:11.613Z,Golden Gate Ginger,7,3,21,visa,4468824396819708
2003161,1000225,3000015,2024-05-07T13:41:05.657Z,Tokyo Tidbits,5,3,15,amex,379194234645848
2003162,1000232,3000007,2024-05-09T10:47:21.899Z,Austin Almond Biscotti,2,3,6,mastercard,2568961385182426
2003163,1000224,3000001,2024-05-01T07:06:39.447Z,Orchard Oasis,4,3,12,mastercard,5191565265664284
2003164,1000073,3000012,2024-05-08T09:20:11.726Z,Outback Oatmeal,9,3,27,amex,375948455308145
2003165,1000217,3000001,2024-05-01T00:03:28.344Z,Outback Oatmeal,9,3,27,amex,340527950114943
2003166,1000067,3000042,2024-05-09T18:50:04.539Z,Pearly Pies,4,3,12,amex,346247039107545
2003167,1000040,3000003,2024-05-16T08:46:47.510Z,Pearly Pies,3,3,9,mastercard,5275409634664155
2003168,1000250,3000045,2024-05-07T17:59:09.475Z,Pearly Pies,7,3,21,visa,4387141865037060
2003169,1000026,3000042,2024-05-16T12:30:47.738Z,Golden Gate Ginger,2,3,6,visa,4709313717089562
2003170,1000079,3000016,2024-05-03T19:48:32.436Z,Orchard Oasis,8,3,24,mastercard,2304063963007957
2003171,1000165,3000033,2024-05-17T11:26:06.856Z,Tokyo Tidbits,3,3,9,mastercard,5594259608699990
2003173,1000210,3000013,2024-05-13T22:34:38.490Z,Pearly Pies,7,3,21,visa,4279695266396376
2003174,1000067,3000024,2024-05-10T03:43:39.304Z,Pearly Pies,5,3,15,amex,375429547194181
2003175,1000080,3000012,2024-05-16T07:10:16.898Z,Outback Oatmeal,9,3,27,visa,4759908691539133
2003176,1000235,3000032,2024-05-01T05:44:08.655Z,Golden Gate Ginger,5,3,15,visa,4583478009840229
2003177,1000262,3000045,2024-05-14T06:44:51.582Z,Golden Gate Ginger,6,3,18,visa,4001263262249852
2003178,1000263,3000022,2024-05-03T13:49:31.367Z,Tokyo Tidbits,1,3,3,visa,4479138432311753
2003179,1000002,3000043,2024-05-13T02:40:21.351Z,Golden Gate Ginger,7,3,21,visa,4033230920202476
2003180,1000231,3000007,2024-05-10T08:57:40.065Z,Tokyo Tidbits,6,3,18,mastercard,2520847824646104
2003181,1000288,3000026,2024-05-03T10:11:23.357Z,Golden Gate Ginger,7,3,21,visa,4803765765846141
2003182,1000053,3000001,2024-05-01T14:56:33.221Z,Orchard Oasis,9,3,27,visa,4182060023319060
2003183,1000074,3000012,2024-05-15T00:40:00.547Z,Pearly Pies,2,3,6,mastercard,5201637432273972
2003185,1000067,3000032,2024-05-06T13:26:51.815Z,Orchard Oasis,6,3,18,amex,375652519200229
2003186,1000194,3000023,2024-05-10T16:42:42.432Z,Pearly Pies,5,3,15,mastercard,2396611533191823
2003187,1000296,3000033,2024-05-13T20:37:08.156Z,Golden Gate Ginger,1,3,3,visa,4224291392682446
2003188,1000227,3000018,2024-05-07T20:50:22.143Z,Tokyo Tidbits,7,3,21,visa,4969872258523300
2003189,1000153,3000029,2024-05-13T10:36:24.304Z,Austin Almond Biscotti,8,3,24,amex,371244490496184
2003190,1000141,3000016,2024-05-11T10:19:07.103Z,Orchard Oasis,6,3,18,amex,377557878017536
2003191,1000274,3000023,2024-05-02T19:40:10.715Z,Austin Almond Biscotti,7,3,21,visa,4115199324511827
2003192,1000000,3000023,2024-05-13T20:04:41.535Z,Pearly Pies,5,3,15,amex,343583351937728
2003193,1000186,3000044,2024-05-16T22:03:20.835Z,Austin Almond Biscotti,6,3,18,visa,4970520239457729
2003195,1000056,3000030,2024-05-06T12:21:32.372Z,Pearly Pies,6,3,18,amex,349013326237461
2003197,1000082,3000004,2024-05-07T02:34:52.951Z,Outback Oatmeal,5,3,15,mastercard,2292738672085774
2003200,1000138,3000032,2024-05-12T04:15:03.283Z,Pearly Pies,7,3,21,mastercard,5584840071452892
2003203,1000137,3000008,2024-05-06T13:03:23.802Z,Pearly Pies,4,3,12,amex,375670668527630
2003204,1000079,3000016,2024-05-16T03:29:59.147Z,Pearly Pies,6,3,18,amex,377877955820465
2003205,1000157,3000028,2024-05-14T14:00:15.845Z,Outback Oatmeal,4,3,12,visa,4322544689724235
2003206,1000010,3000007,2024-05-17T00:12:38.197Z,Orchard Oasis,3,3,9,amex,373204080880443
2003207,1000287,3000034,2024-05-08T22:17:46.084Z,Pearly Pies,9,3,27,mastercard,2312596655681340
2003208,1000104,3000019,2024-05-15T22:54:11.373Z,Orchard Oasis,10,3,30,visa,4503226758540392
2003209,1000204,3000034,2024-05-06T06:43:50.490Z,Austin Almond Biscotti,1,3,3,amex,349998728585188
2003210,1000238,3000011,2024-05-01T12:04:44.974Z,Golden Gate Ginger,9,3,27,visa,4663870785214368
2003211,1000003,3000025,2024-05-15T14:21:18.812Z,Austin Almond Biscotti,5,3,15,amex,344346820107409
2003212,1000200,3000004,2024-05-11T22:13:40.639Z,Golden Gate Ginger,6,3,18,amex,370202082364435
2003213,1000135,3000018,2024-05-03T08:28:01.242Z,Pearly Pies,1,3,3,amex,342065892358631
2003214,1000176,3000027,2024-05-10T12:32:48.918Z,Pearly Pies,10,3,30,visa,4635334475201131
2003215,1000055,3000009,2024-05-09T11:57:33.692Z,Outback Oatmeal,7,3,21,visa,4392100983463031
2003216,1000183,3000043,2024-05-03T15:19:22.453Z,Tokyo Tidbits,5,3,15,visa,4733148972002268
2003218,1000190,3000017,2024-05-13T01:11:04.883Z,Pearly Pies,5,3,15,mastercard,5338607314475777
2003219,1000132,3000030,2024-05-01T07:22:22.429Z,Pearly Pies,1,3,3,amex,372539382072418
2003220,1000037,3000009,2024-05-16T16:36:19.416Z,Austin Almond Biscotti,7,3,21,amex,344700604016303
2003221,1000018,3000013,2024-05-02T16:46:38.832Z,Pearly Pies,2,3,6,mastercard,2364867073263376
2003223,1000016,3000030,2024-05-16T03:49:38.247Z,Pearly Pies,6,3,18,visa,4378393622493927
2003224,1000040,3000034,2024-05-03T07:05:26.135Z,Austin Almond Biscotti,8,3,24,amex,379442162386194
2003226,1000136,3000044,2024-05-14T05:26:29.092Z,Outback Oatmeal,3,3,9,visa,4112838367310125
2003227,1000002,3000010,2024-05-03T05:53:36.622Z,Golden Gate Ginger,5,3,15,visa,4220184478516295
2003228,1000282,3000034,2024-05-12T05:44:37.555Z,Orchard Oasis,4,3,12,visa,4836868422851198
2003229,1000180,3000005,2024-05-15T07:57:50.791Z,Orchard Oasis,3,3,9,amex,376341330547211
2003232,1000260,3000027,2024-05-11T15:17:54.232Z,Orchard Oasis,9,3,27,mastercard,5474287041675900
2003233,1000014,3000040,2024-05-02T18:23:24.676Z,Tokyo Tidbits,5,3,15,visa,4891384922479284
2003234,1000166,3000015,2024-05-10T12:33:36.799Z,Golden Gate Ginger,5,3,15,mastercard,2706118047730679
2003235,1000081,3000019,2024-05-15T20:28:35.323Z,Orchard Oasis,3,3,9,visa,4971182557697540
2003237,1000222,3000008,2024-05-05T05:53:10.512Z,Outback Oatmeal,5,3,15,mastercard,2718805241640342
2003238,1000024,3000029,2024-05-08T16:59:57.052Z,Outback Oatmeal,9,3,27,amex,349879514229076
2003239,1000167,3000015,2024-05-02T08:23:20.797Z,Outback Oatmeal,2,3,6,amex,347459299128918
2003240,1000061,3000024,2024-05-04T22:40:17.111Z,Golden Gate Ginger,3,3,9,amex,348046486235108
2003241,1000259,3000005,2024-05-11T22:08:16.143Z,Austin Almond Biscotti,8,3,24,visa,4381953716868683
2003242,1000149,3000032,2024-05-07T00:52:44.944Z,Golden Gate Ginger,2,3,6,visa,4484676079275040
2003243,1000008,3000019,2024-05-01T21:15:04.727Z,Orchard Oasis,9,3,27,visa,4828944683787569
2003245,1000006,3000037,2024-05-14T15:15:57.252Z,Tokyo Tidbits,2,3,6,visa,4688641441322262
2003246,1000154,3000040,2024-05-14T16:35:39.782Z,Pearly Pies,2,3,6,amex,341154676865796
2003247,1000028,3000037,2024-05-06T15:28:03.353Z,Tokyo Tidbits,7,3,21,visa,4293729207010259
2003248,1000216,3000027,2024-05-13T10:18:03.088Z,Orchard Oasis,4,3,12,amex,349559607157489
2003249,1000227,3000009,2024-05-12T06:47:26.961Z,Orchard Oasis,9,3,27,amex,345784663585639
2003250,1000288,3000008,2024-05-06T02:50:45.037Z,Orchard Oasis,1,3,3,amex,342647361359040
2003252,1000190,3000028,2024-05-03T06:32:29.835Z,Outback Oatmeal,2,3,6,amex,373023122696546
2003253,1000191,3000022,2024-05-06T02:12:26.765Z,Pearly Pies,7,3,21,visa,4274816310095732
2003254,1000166,3000027,2024-05-14T19:58:38.224Z,Outback Oatmeal,8,3,24,amex,340918657847515
2003255,1000159,3000036,2024-05-06T05:05:12.407Z,Pearly Pies,8,3,24,visa,4583628669883709
2003256,1000084,3000033,2024-05-10T13:47:43.764Z,Orchard Oasis,10,3,30,amex,370528335469609
2003257,1000177,3000016,2024-05-10T13:12:10.894Z,Austin Almond Biscotti,2,3,6,visa,4469972644751618
2003258,1000249,3000027,2024-05-06T08:52:34.763Z,Orchard Oasis,10,3,30,mastercard,2685531439929581
2003259,1000181,3000010,2024-05-02T14:16:20.853Z,Golden Gate Ginger,5,3,15,mastercard,2290783299886529
2003260,1000196,3000029,2024-05-12T17:08:25.649Z,Tokyo Tidbits,10,3,30,visa,4800409041272904
2003261,1000295,3000003,2024-05-04T10:34:32.375Z,Golden Gate Ginger,6,3,18,mastercard,2235603049005006
2003263,1000065,3000030,2024-05-16T03:15:32.830Z,Outback Oatmeal,8,3,24,visa,4273390850778751
2003265,1000042,3000017,2024-05-07T21:27:50.109Z,Austin Almond Biscotti,9,3,27,amex,340452704664657
2003267,1000067,3000037,2024-05-08T02:57:26.510Z,Tokyo Tidbits,9,3,27,mastercard,5315031779704901
2003268,1000205,3000042,2024-05-01T08:25:21.302Z,Pearly Pies,10,3,30,visa,4229420750710813
2003270,1000169,3000018,2024-05-03T01:22:35.199Z,Orchard Oasis,4,3,12,amex,349794188424228
2003271,1000213,3000009,2024-05-15T03:29:35.023Z,Tokyo Tidbits,6,3,18,amex,379373740375039
2003272,1000020,3000016,2024-05-08T08:22:42.929Z,Orchard Oasis,5,3,15,visa,4450616108821448
2003273,1000068,3000019,2024-05-03T14:47:41.637Z,Tokyo Tidbits,10,3,30,mastercard,2707749102291659
2003274,1000239,3000018,2024-05-13T15:59:50.352Z,Austin Almond Biscotti,2,3,6,amex,379437251881055
2003275,1000229,3000012,2024-05-08T23:52:09.915Z,Outback Oatmeal,10,3,30,visa,4535241003400724
2003277,1000267,3000023,2024-05-09T17:19:07.140Z,Pearly Pies,7,3,21,amex,376201058099938
2003279,1000208,3000007,2024-05-07T09:40:24.137Z,Austin Almond Biscotti,9,3,27,amex,374244090081201
2003280,1000256,3000044,2024-05-04T23:15:07.608Z,Golden Gate Ginger,3,3,9,mastercard,5586198786472830
2003281,1000295,3000007,2024-05-16T07:49:09.798Z,Austin Almond Biscotti,1,3,3,visa,4156702068586242
2003282,1000254,3000006,2024-05-03T03:26:12.132Z,Outback Oatmeal,2,3,6,visa,4766651155629401
2003283,1000136,3000045,2024-05-13T05:56:45.790Z,Tokyo Tidbits,4,3,12,mastercard,2242396239961192
2003284,1000252,3000031,2024-05-05T15:49:20.721Z,Tokyo Tidbits,7,3,21,visa,4849714690020568
2003285,1000121,3000003,2024-05-06T01:04:05.350Z,Tokyo Tidbits,4,3,12,visa,4225761241995909
2003286,1000114,3000043,2024-05-01T23:14:59.876Z,Golden Gate Ginger,1,3,3,visa,4157530808553613
2003287,1000071,3000025,2024-05-14T08:31:47.531Z,Golden Gate Ginger,5,3,15,amex,376827941167183
2003288,1000284,3000033,2024-05-16T23:46:27.799Z,Austin Almond Biscotti,8,3,24,mastercard,2609033592395687
2003289,1000004,3000026,2024-05-07T09:08:35.839Z,Austin Almond Biscotti,4,3,12,mastercard,2424479914911110
2003291,1000284,3000027,2024-05-17T06:51:21.992Z,Tokyo Tidbits,5,3,15,mastercard,5442232178232959
2003292,1000008,3000034,2024-05-07T21:11:39.767Z,Golden Gate Ginger,5,3,15,mastercard,2692233568804518
2003293,1000099,3000042,2024-05-12T07:49:12.713Z,Golden Gate Ginger,10,3,30,mastercard,2266298943146766
2003294,1000295,3000035,2024-05-11T10:55:25.467Z,Golden Gate Ginger,5,3,15,visa,4804661262774705
2003295,1000074,3000028,2024-05-04T07:19:54.756Z,Pearly Pies,6,3,18,amex,379121033863686
2003297,1000121,3000017,2024-05-04T17:34:45.482Z,Golden Gate Ginger,3,3,9,visa,4366422776747590
2003298,1000158,3000003,2024-05-15T21:26:45.075Z,Pearly Pies,4,3,12,mastercard,2258086014394922
2003299,1000059,3000033,2024-05-14T17:03:25.496Z,Austin Almond Biscotti,4,3,12,visa,4467664552271208
2003300,1000021,3000001,2024-05-06T13:48:08.367Z,Outback Oatmeal,6,3,18,amex,374199962179089
2003301,1000201,3000001,2024-05-01T12:44:20.649Z,Austin Almond Biscotti,2,3,6,amex,342914423447944
2003302,1000084,3000025,2024-05-12T18:30:45.451Z,Tokyo Tidbits,8,3,24,mastercard,5324216032161655
2003304,1000262,3000040,2024-05-09T12:08:22.994Z,Tokyo Tidbits,9,3,27,visa,4921522159903476
2003306,1000082,3000017,2024-05-04T02:23:15.057Z,Orchard Oasis,9,3,27,mastercard,2245807530974657
2003307,1000247,3000016,2024-05-04T16:42:14.113Z,Pearly Pies,2,3,6,amex,347792861862500
2003308,1000209,3000007,2024-05-02T16:28:02.949Z,Pearly Pies,3,3,9,mastercard,2238359348059528
2003309,1000206,3000035,2024-05-11T01:25:59.596Z,Austin Almond Biscotti,8,3,24,visa,4825719250682739
2003310,1000191,3000004,2024-05-05T21:06:15.016Z,Pearly Pies,9,3,27,mastercard,2714794729096124
2003311,1000044,3000026,2024-05-03T06:06:37.550Z,Golden Gate Ginger,8,3,24,mastercard,2268277658188914
2003312,1000244,3000031,2024-05-11T15:19:40.309Z,Pearly Pies,4,3,12,mastercard,2700532391630283
2003313,1000121,3000027,2024-05-02T08:26:42.279Z,Tokyo Tidbits,7,3,21,amex,343853585829763
2003314,1000194,3000028,2024-05-06T10:18:46.664Z,Austin Almond Biscotti,7,3,21,amex,343706940405796
2003315,1000275,3000028,2024-05-02T13:13:49.845Z,Outback Oatmeal,7,3,21,amex,370486463322597
2003316,1000179,3000018,2024-05-08T08:49:07.464Z,Pearly Pies,1,3,3,mastercard,2225010906497411
2003317,1000152,3000024,2024-05-09T19:09:38.630Z,Pearly Pies,2,3,6,amex,341268248278294
2003318,1000014,3000032,2024-05-05T16:43:31.574Z,Outback Oatmeal,5,3,15,amex,377357532818712
2003319,1000136,3000030,2024-05-11T18:13:21.641Z,Austin Almond Biscotti,8,3,24,mastercard,2556634935356535
2003320,1000182,3000006,2024-05-11T14:10:45.825Z,Pearly Pies,3,3,9,mastercard,2256561623971544
2003321,1000160,3000036,2024-05-04T04:29:04.126Z,Outback Oatmeal,10,3,30,amex,340230090612559
2003322,1000087,3000005,2024-05-03T13:27:02.161Z,Golden Gate Ginger,4,3,12,amex,344542063423988
2003323,1000007,3000016,2024-05-10T03:50:37.204Z,Pearly Pies,5,3,15,mastercard,5130203649867134
2003324,1000225,3000045,2024-05-12T19:11:55.890Z,Orchard Oasis,7,3,21,mastercard,2261753236532549
2003325,1000151,3000038,2024-05-11T05:08:12.602Z,Tokyo Tidbits,1,3,3,amex,345746710794084
